,Life event,ID,Date,Gender,Age,Life expectancy,Marital status,Marriage duration,Marriage intention,Marriage age:,Employment status,Income,Capital,Children,Nr children,Birth age,Alive
487,Life event: Created,487,2011-01-01,Male,73,98,Married,1,Yes,,Retired,39490,37140,Yes,1,,1
1712,Life event: Divorced,487,2012-03-12,Male,74,98,Divorced,1,Yes,,Retired,39490,37140,Yes,1,,1
488,Life event: Created,488,2011-01-01,Male,16,90,Single,0,Yes,42.0,Child,0,0,Yes,0,,1
489,Life event: Created,489,2011-01-01,Female,82,59,Widowed,0,No,,Retired,21304,405965,Yes,0,,1
490,Life event: Created,490,2011-01-01,Male,34,98,Married,34,No,,Entrepreneur without personnel,18082,462420,Yes,2,,1
491,Life event: Created,491,2011-01-01,Female,63,91,Divorced,0,No,,Permanent contract,8576,-395,No,0,,1
492,Life event: Created,492,2011-01-01,Male,25,97,Single,0,No,,Flexible contract,14948,1342,No,0,,1
493,Life event: Created,493,2011-01-01,Female,53,97,Married,26,Yes,,Permanent contract,8692,54748,Yes,2,,1
494,Life event: Created,494,2011-01-01,Female,22,74,Single,0,No,,Permanent contract,52373,15716,No,0,27.0,1
495,Life event: Created,495,2011-01-01,Female,14,90,Single,0,No,,Child,0,0,No,0,33.0,1
496,Life event: Created,496,2011-01-01,Female,55,84,Single,0,No,,Permanent contract,47257,671799,No,0,,1
497,Life event: Created,497,2011-01-01,Female,18,98,Single,0,Yes,20.0,Permanent contract,800,841959,Yes,0,37.0,1
498,Life event: Created,498,2011-01-01,Female,58,15,Divorced,0,No,,Entrepreneur without personnel,13773,1329,No,0,,1
499,Life event: Created,499,2011-01-01,Female,17,97,Single,0,No,,Child,0,0,No,0,30.0,1
1723,Life event: Adulthood,499,2012-07-09,Female,18,97,Single,0,Yes,53.0,Permanent contract,17113,41606,No,0,30.0,1
500,Life event: Created,500,2011-01-01,Female,80,7,Married,37,No,,Retired,7819,22757,No,2,,1
501,Life event: Created,501,2011-01-01,Male,51,81,Married,22,Yes,,Permanent contract,37489,179442,No,2,,1
502,Life event: Created,502,2011-01-01,Male,46,94,Single,0,Yes,39.0,Permanent contract,12199,3334,Yes,0,,1
503,Life event: Created,503,2011-01-01,Male,28,96,Single,0,Yes,52.0,Flexible contract,1673,-10798,No,0,,1
504,Life event: Created,504,2011-01-01,Female,53,42,Married,24,No,,Permanent contract,32924,37258,No,2,,1
505,Life event: Created,505,2011-01-01,Male,60,2,Married,15,Yes,,Entrepreneur without personnel,31489,929,No,2,,1
506,Life event: Created,506,2011-01-01,Male,45,46,Divorced,0,Yes,,Flexible contract,8236,140450,Yes,0,,1
1739,Life event: Deceased,506,2012-10-08,Male,47,46,Divorced,0,Yes,,Flexible contract,8236,140450,Yes,0,,0
507,Life event: Created,507,2011-01-01,Female,51,98,Married,61,No,,Permanent contract,757,366882,Yes,2,,1
508,Life event: Created,508,2011-01-01,Female,26,49,Single,0,Yes,27.0,Flexible contract,9897,221141,No,0,37.0,1
1709,Life event: Married,508,2012-03-03,Female,27,49,Married,0,Yes,27.0,Flexible contract,9897,221141,No,0,37.0,1
509,Life event: Created,509,2011-01-01,Male,62,98,Married,19,Yes,,Permanent contract,21411,381126,Yes,3,,1
510,Life event: Created,510,2011-01-01,Male,5,49,Single,0,No,,Child,0,0,No,0,,1
511,Life event: Created,511,2011-01-01,Female,51,96,Married,40,No,,Permanent contract,28244,2242,No,3,,1
512,Life event: Created,512,2011-01-01,Female,41,22,Married,42,Yes,,Permanent contract,12007,472300,No,1,,1
513,Life event: Created,513,2011-01-01,Female,56,98,Married,18,No,,Flexible contract,26997,-38357,Yes,1,,1
514,Life event: Created,514,2011-01-01,Female,5,75,Single,0,Yes,26.0,Child,0,0,Yes,0,25.0,1
515,Life event: Created,515,2011-01-01,Male,55,78,Married,42,No,,Flexible contract,23824,31473,Yes,1,,1
516,Life event: Created,516,2011-01-01,Female,56,66,Married,34,Yes,,Family business,96252,15467,No,1,,1
517,Life event: Created,517,2011-01-01,Female,80,97,Married,20,No,,Retired,81840,77509,No,1,,1
518,Life event: Created,518,2011-01-01,Male,77,90,Married,36,No,,Retired,6030,4935,Yes,1,,1
519,Life event: Created,519,2011-01-01,Male,42,91,Married,8,Yes,,Permanent contract,34078,35978,No,2,,1
520,Life event: Created,520,2011-01-01,Female,13,70,Single,0,No,,Child,0,0,No,0,28.0,1
521,Life event: Created,521,2011-01-01,Male,38,95,Married,25,Yes,,Permanent contract,882,2112,No,1,,1
522,Life event: Created,522,2011-01-01,Male,28,56,Single,0,Yes,34.0,Entrepreneur without personnel,8188,120663,Yes,0,,1
523,Life event: Created,523,2011-01-01,Female,34,88,Single,0,No,,Flexible contract,5894,722989,Yes,0,,1
524,Life event: Created,524,2011-01-01,Male,28,96,Single,0,No,,Permanent contract,33094,-41672,Yes,0,,1
525,Life event: Created,525,2011-01-01,Female,22,96,Single,0,Yes,29.0,Permanent contract,48249,4373,Yes,0,24.0,1
526,Life event: Created,526,2011-01-01,Female,22,90,Single,0,No,,Permanent contract,36360,27872,Yes,0,23.0,1
1735,Life event: Birth,526,2012-09-14,Female,23,90,Single,0,No,,Permanent contract,36360,27872,Yes,1,23.0,1
527,Life event: Created,527,2011-01-01,Female,42,96,Single,0,No,,Permanent contract,37447,216924,Yes,0,,1
528,Life event: Created,528,2011-01-01,Female,58,18,Divorced,0,Yes,,Permanent contract,17726,49287,Yes,0,,1
529,Life event: Created,529,2011-01-01,Female,42,97,Married,12,Yes,,Permanent contract,3471,731217,No,2,,1
530,Life event: Created,530,2011-01-01,Female,51,81,Married,18,No,,Entrepreneur with personel,78508,-3262,Yes,1,,1
531,Life event: Created,531,2011-01-01,Male,97,9,Married,1,No,,Retired,42851,159497,No,1,,1
1727,Life event: Divorced,531,2012-07-27,Male,98,9,Divorced,1,No,,Retired,42851,159497,No,1,,1
532,Life event: Created,532,2011-01-01,Female,34,57,Single,0,No,,Permanent contract,16180,163315,Yes,0,,1
533,Life event: Created,533,2011-01-01,Male,28,96,Married,16,Yes,,Permanent contract,5763,189819,Yes,3,,1
534,Life event: Created,534,2011-01-01,Female,9,68,Single,0,No,,Child,0,0,Yes,0,35.0,1
535,Life event: Created,535,2011-01-01,Male,56,98,Married,50,No,,Permanent contract,47637,46444,No,1,,1
536,Life event: Created,536,2011-01-01,Female,54,98,Married,17,No,,Permanent contract,1323,2163,No,2,,1
537,Life event: Created,537,2011-01-01,Female,28,55,Married,37,No,,Entrepreneur without personnel,24345,593,Yes,2,39.0,1
538,Life event: Created,538,2011-01-01,Male,43,95,Single,0,Yes,38.0,Permanent contract,20536,756612,No,0,,1
539,Life event: Created,539,2011-01-01,Female,41,75,Married,27,Yes,,Permanent contract,17495,4763,No,1,,1
540,Life event: Created,540,2011-01-01,Male,53,96,Married,15,Yes,,Permanent contract,17167,6431,Yes,1,,1
541,Life event: Created,541,2011-01-01,Male,3,60,Single,0,No,,Child,0,0,No,0,,1
542,Life event: Created,542,2011-01-01,Female,49,96,Single,0,No,,Flexible contract,12539,18714,Yes,0,,1
543,Life event: Created,543,2011-01-01,Female,13,39,Single,0,No,,Child,0,0,Yes,0,29.0,1
544,Life event: Created,544,2011-01-01,Male,71,98,Married,9,Yes,,Retired,9102,169,No,2,,1
545,Life event: Created,545,2011-01-01,Female,5,84,Single,0,No,,Child,0,0,Yes,0,25.0,1
546,Life event: Created,546,2011-01-01,Male,64,94,Married,40,No,,Permanent contract,590,136251,Yes,1,,1
547,Life event: Created,547,2011-01-01,Male,40,90,Single,0,Yes,34.0,Entrepreneur without personnel,23530,322149,Yes,0,,1
548,Life event: Created,548,2011-01-01,Male,8,64,Single,0,No,,Child,0,0,No,0,,1
549,Life event: Created,549,2011-01-01,Female,6,55,Single,0,No,,Child,0,0,No,0,32.0,1
550,Life event: Created,550,2011-01-01,Female,55,88,Married,4,No,,Flexible contract,543,3655,No,1,,1
551,Life event: Created,551,2011-01-01,Male,54,93,Married,22,No,,Permanent contract,25206,3618,No,2,,1
552,Life event: Created,552,2011-01-01,Female,50,92,Married,33,No,,Permanent contract,7401,110561,Yes,1,,1
553,Life event: Created,553,2011-01-01,Male,75,16,Widowed,0,Yes,,Retired,33001,159652,Yes,0,,1
554,Life event: Created,554,2011-01-01,Female,66,94,Married,1,No,,Permanent contract,14748,55363,Yes,2,,1
1717,Life event: Divorced,554,2012-05-17,Female,67,94,Divorced,1,No,,Permanent contract,14748,55363,Yes,2,,1
555,Life event: Created,555,2011-01-01,Male,60,95,Married,7,No,,Permanent contract,80909,-19674,No,2,,1
556,Life event: Created,556,2011-01-01,Male,57,97,Single,0,Yes,40.0,Permanent contract,1172,460573,Yes,0,,1
557,Life event: Created,557,2011-01-01,Male,22,98,Single,0,No,,Permanent contract,11413,188643,Yes,0,,1
558,Life event: Created,558,2011-01-01,Male,5,71,Single,0,Yes,51.0,Child,0,0,No,0,,1
559,Life event: Created,559,2011-01-01,Male,40,96,Married,51,Yes,,Permanent contract,89954,172349,Yes,2,,1
560,Life event: Created,560,2011-01-01,Male,6,98,Single,0,Yes,24.0,Child,0,0,Yes,0,,1
561,Life event: Created,561,2011-01-01,Female,28,19,Single,0,No,,Entrepreneur without personnel,45933,99307,Yes,0,,1
562,Life event: Created,562,2011-01-01,Male,33,96,Married,55,Yes,,Permanent contract,10271,636731,Yes,2,,1
563,Life event: Created,563,2011-01-01,Female,10,82,Single,0,No,,Child,0,0,Yes,0,20.0,1
564,Life event: Created,564,2011-01-01,Male,69,59,Married,42,No,,Retired,40238,28620,Yes,1,,1
565,Life event: Created,565,2011-01-01,Female,49,93,Married,11,Yes,,Flexible contract,72508,349554,Yes,2,,1
566,Life event: Created,566,2011-01-01,Female,61,54,Single,0,Yes,32.0,Flexible contract,1578,-26701,Yes,0,,1
567,Life event: Created,567,2011-01-01,Male,71,43,Married,36,Yes,,Retired,29388,382260,Yes,2,,1
568,Life event: Created,568,2011-01-01,Female,49,97,Married,25,Yes,,Flexible contract,48547,-25103,No,1,,1
569,Life event: Created,569,2011-01-01,Male,65,93,Married,40,Yes,,Permanent contract,13164,59,No,3,,1
570,Life event: Created,570,2011-01-01,Female,10,95,Single,0,Yes,24.0,Child,0,0,No,0,33.0,1
571,Life event: Created,571,2011-01-01,Female,52,44,Married,13,No,,Permanent contract,7025,-4920,Yes,2,,1
572,Life event: Created,572,2011-01-01,Female,54,85,Divorced,0,No,,Permanent contract,303,1313,Yes,0,,1
573,Life event: Created,573,2011-01-01,Male,49,83,Single,0,No,,Permanent contract,80992,4624,Yes,0,,1
574,Life event: Created,574,2011-01-01,Male,71,89,Married,45,Yes,,Retired,38719,49327,No,3,,1
575,Life event: Created,575,2011-01-01,Male,31,14,Single,0,No,,Entrepreneur without personnel,90528,9180,Yes,0,,1
576,Life event: Created,576,2011-01-01,Female,18,5,Single,0,No,,Permanent contract,39976,41063,No,0,32.0,1
577,Life event: Created,577,2011-01-01,Female,22,96,Single,0,No,,Flexible contract,41337,-7268,No,0,28.0,1
578,Life event: Created,578,2011-01-01,Female,26,7,Single,0,Yes,38.0,Permanent contract,25124,19219,Yes,0,30.0,1
579,Life event: Created,579,2011-01-01,Female,46,10,Married,22,Yes,,Flexible contract,2182,19791,No,1,,1
580,Life event: Created,580,2011-01-01,Female,65,27,Divorced,0,No,,Permanent contract,2467,125556,No,0,,1
581,Life event: Created,581,2011-01-01,Female,23,98,Single,0,No,,Flexible contract,18799,2259,Yes,0,27.0,1
582,Life event: Created,582,2011-01-01,Female,11,96,Single,0,No,,Child,0,0,No,0,27.0,1
583,Life event: Created,583,2011-01-01,Male,85,85,Widowed,0,No,,Retired,32812,-40550,No,0,,1
584,Life event: Created,584,2011-01-01,Male,34,46,Single,0,Yes,29.0,Unemployed,10916,55279,No,0,,1
585,Life event: Created,585,2011-01-01,Male,25,91,Single,0,Yes,45.0,Permanent contract,78746,316267,Yes,0,,1
586,Life event: Created,586,2011-01-01,Male,35,98,Married,1,Yes,,Permanent contract,126907,320555,No,2,,1
1740,Life event: Divorced,586,2012-10-11,Male,36,98,Divorced,1,Yes,,Permanent contract,126907,320555,No,2,,1
587,Life event: Created,587,2011-01-01,Male,93,96,Widowed,0,No,,Retired,30893,48784,No,0,,1
588,Life event: Created,588,2011-01-01,Male,43,95,Divorced,0,No,,Permanent contract,40295,285879,No,0,,1
589,Life event: Created,589,2011-01-01,Female,25,98,Single,0,Yes,35.0,Permanent contract,5772,977394,No,0,32.0,1
590,Life event: Created,590,2011-01-01,Male,20,97,Single,0,No,,Permanent contract,1740,-11457,Yes,0,,1
591,Life event: Created,591,2011-01-01,Male,9,51,Single,0,No,,Child,0,0,No,0,,1
592,Life event: Created,592,2011-01-01,Female,50,94,Married,14,Yes,,Permanent contract,1203,15829,Yes,1,,1
593,Life event: Created,593,2011-01-01,Male,59,96,Married,27,Yes,,Entrepreneur without personnel,40837,181331,No,3,,1
594,Life event: Created,594,2011-01-01,Female,28,8,Married,0,Yes,,Flexible contract,16685,-28636,Yes,1,33.0,1
595,Life event: Created,595,2011-01-01,Male,33,97,Single,0,No,,Permanent contract,510,258529,Yes,0,,1
596,Life event: Created,596,2011-01-01,Male,79,96,Divorced,0,No,,Retired,19780,17168,No,0,,1
597,Life event: Created,597,2011-01-01,Male,65,96,Married,14,No,,Flexible contract,28234,-275,Yes,2,,1
598,Life event: Created,598,2011-01-01,Male,4,97,Single,0,No,,Child,0,0,Yes,0,,1
599,Life event: Created,599,2011-01-01,Male,60,25,Married,28,No,,Permanent contract,75840,1760,Yes,1,,1
600,Life event: Created,600,2011-01-01,Female,8,96,Single,0,Yes,23.0,Child,0,0,No,0,27.0,1
601,Life event: Created,601,2011-01-01,Female,33,22,Married,20,No,,Permanent contract,10001,172573,No,3,36.0,1
602,Life event: Created,602,2011-01-01,Male,38,97,Married,41,Yes,,Permanent contract,39850,3815,Yes,2,,1
603,Life event: Created,603,2011-01-01,Female,32,29,Single,0,No,,Flexible contract,30322,91,No,0,,1
604,Life event: Created,604,2011-01-01,Female,41,98,Married,19,No,,Permanent contract,7018,-2743,Yes,1,,1
605,Life event: Created,605,2011-01-01,Male,33,97,Married,19,No,,Permanent contract,8758,186747,Yes,1,,1
606,Life event: Created,606,2011-01-01,Male,73,93,Married,27,No,,Retired,3202,7549,Yes,3,,1
607,Life event: Created,607,2011-01-01,Female,34,98,Single,0,No,,Entrepreneur without personnel,14773,-3414,No,0,,1
608,Life event: Created,608,2011-01-01,Male,65,96,Married,10,No,,Permanent contract,90157,469653,No,2,,1
609,Life event: Created,609,2011-01-01,Female,101,97,Widowed,0,No,,Retired,8779,11150,No,0,,1
610,Life event: Created,610,2011-01-01,Male,6,16,Single,0,No,,Child,0,0,Yes,0,,1
611,Life event: Created,611,2011-01-01,Male,52,98,Married,20,Yes,,Flexible contract,10188,6851,Yes,1,,1
612,Life event: Created,612,2011-01-01,Female,46,0,Married,22,No,,Permanent contract,8660,14257,Yes,1,,1
613,Life event: Created,613,2011-01-01,Male,42,95,Single,0,Yes,57.0,Entrepreneur without personnel,18542,2784,Yes,0,,1
614,Life event: Created,614,2011-01-01,Female,4,86,Single,0,No,,Child,0,0,No,0,37.0,1
615,Life event: Created,615,2011-01-01,Male,61,97,Married,9,Yes,,Permanent contract,54485,36622,No,3,,1
616,Life event: Created,616,2011-01-01,Male,58,96,Single,0,No,,Permanent contract,1885,186200,No,0,,1
617,Life event: Created,617,2011-01-01,Male,39,97,Married,5,Yes,,Permanent contract,96334,211574,No,2,,1
618,Life event: Created,618,2011-01-01,Male,59,97,Single,0,Yes,27.0,Permanent contract,2793,705665,No,0,,1
619,Life event: Created,619,2011-01-01,Female,51,36,Married,41,No,,Permanent contract,15393,48444,Yes,1,,1
620,Life event: Created,620,2011-01-01,Female,15,98,Single,0,Yes,32.0,Child,0,0,Yes,0,37.0,1
621,Life event: Created,621,2011-01-01,Male,9,92,Single,0,Yes,30.0,Child,0,0,Yes,0,,1
622,Life event: Created,622,2011-01-01,Female,3,98,Single,0,Yes,21.0,Child,0,0,No,0,31.0,1
623,Life event: Created,623,2011-01-01,Female,43,98,Married,54,No,,Entrepreneur without personnel,9976,4736,Yes,1,,1
624,Life event: Created,624,2011-01-01,Female,38,9,Single,0,No,,Permanent contract,41498,26058,Yes,0,,1
625,Life event: Created,625,2011-01-01,Female,90,4,Married,0,No,,Retired,21899,126800,No,2,,1
1692,Life event: Divorced,625,2011-11-14,Female,90,4,Divorced,0,No,,Retired,21899,126800,No,2,,1
626,Life event: Created,626,2011-01-01,Male,42,97,Married,3,Yes,,Entrepreneur with personel,82398,337751,Yes,2,,1
627,Life event: Created,627,2011-01-01,Female,81,89,Married,9,No,,Retired,30233,398,Yes,1,,1
628,Life event: Created,628,2011-01-01,Female,16,43,Single,0,Yes,37.0,Child,0,0,No,0,38.0,1
629,Life event: Created,629,2011-01-01,Male,0,71,Single,0,Yes,50.0,Child,0,0,Yes,0,,1
630,Life event: Created,630,2011-01-01,Female,26,96,Married,33,No,,Entrepreneur without personnel,38014,-7425,No,1,33.0,1
631,Life event: Created,631,2011-01-01,Male,16,96,Single,0,Yes,28.0,Child,0,0,No,0,,1
632,Life event: Created,632,2011-01-01,Male,30,98,Single,0,No,,Permanent contract,25021,-29559,Yes,0,,1
633,Life event: Created,633,2011-01-01,Male,6,93,Single,0,No,,Child,0,0,Yes,0,,1
634,Life event: Created,634,2011-01-01,Male,34,95,Single,0,Yes,35.0,Flexible contract,4374,195274,Yes,0,,1
1718,Life event: Married,634,2012-05-21,Male,35,95,Married,0,Yes,35.0,Flexible contract,4374,195274,Yes,0,,1
635,Life event: Created,635,2011-01-01,Female,39,11,Single,0,Yes,49.0,Permanent contract,18234,35,Yes,0,,1
636,Life event: Created,636,2011-01-01,Female,105,88,Widowed,0,No,,Retired,114527,-46581,No,0,,1
637,Life event: Created,637,2011-01-01,Male,78,94,Widowed,0,No,,Retired,2739,39176,No,0,,1
638,Life event: Created,638,2011-01-01,Male,22,96,Single,0,No,,Flexible contract,74264,-4069,Yes,0,,1
639,Life event: Created,639,2011-01-01,Male,62,98,Divorced,0,No,,Unemployed,46743,-28750,No,0,,1
640,Life event: Created,640,2011-01-01,Female,57,29,Married,34,No,,Unemployed,13921,377583,No,1,,1
641,Life event: Created,641,2011-01-01,Female,70,98,Married,24,Yes,,Retired,14091,174296,No,1,,1
642,Life event: Created,642,2011-01-01,Female,88,58,Widowed,0,No,,Retired,63359,141298,Yes,0,,1
643,Life event: Created,643,2011-01-01,Female,10,73,Single,0,No,,Child,0,0,Yes,0,35.0,1
644,Life event: Created,644,2011-01-01,Male,63,96,Married,38,Yes,,Permanent contract,20686,440368,No,2,,1
645,Life event: Created,645,2011-01-01,Male,70,91,Married,10,No,,Retired,9029,1689,No,3,,1
646,Life event: Created,646,2011-01-01,Female,44,95,Married,11,Yes,,Flexible contract,12421,-827,No,1,,1
647,Life event: Created,647,2011-01-01,Female,72,97,Married,37,Yes,,Retired,14860,4562,No,1,,1
648,Life event: Created,648,2011-01-01,Female,45,96,Divorced,0,No,,Flexible contract,24066,76075,No,0,,1
649,Life event: Created,649,2011-01-01,Female,41,5,Single,0,Yes,30.0,Permanent contract,28684,69,No,0,,1
650,Life event: Created,650,2011-01-01,Female,46,97,Married,14,No,,Permanent contract,16424,84834,Yes,3,,1
651,Life event: Created,651,2011-01-01,Male,48,22,Married,42,Yes,,Entrepreneur without personnel,17407,55,Yes,2,,1
652,Life event: Created,652,2011-01-01,Male,38,20,Married,36,Yes,,Flexible contract,93538,-3895,No,2,,1
653,Life event: Created,653,2011-01-01,Female,5,97,Single,0,No,,Child,0,0,Yes,0,36.0,1
654,Life event: Created,654,2011-01-01,Male,13,97,Single,0,No,,Child,0,0,No,0,,1
655,Life event: Created,655,2011-01-01,Male,40,95,Married,27,Yes,,Permanent contract,11470,-45408,No,2,,1
656,Life event: Created,656,2011-01-01,Male,50,98,Widowed,0,No,,Flexible contract,6347,139125,Yes,0,,1
657,Life event: Created,657,2011-01-01,Female,48,77,Married,33,No,,Permanent contract,12209,54978,No,1,,1
658,Life event: Created,658,2011-01-01,Female,48,94,Married,14,Yes,,Entrepreneur without personnel,2111,146101,No,2,,1
659,Life event: Created,659,2011-01-01,Female,16,18,Single,0,No,,Child,0,0,Yes,0,29.0,1
660,Life event: Created,660,2011-01-01,Female,40,52,Divorced,0,Yes,,Permanent contract,2005,4838,No,0,,1
661,Life event: Created,661,2011-01-01,Female,24,98,Single,0,No,,Permanent contract,20216,685,Yes,0,27.0,1
662,Life event: Created,662,2011-01-01,Male,1,64,Single,0,No,,Child,0,0,No,0,,1
663,Life event: Created,663,2011-01-01,Female,54,80,Single,0,No,,Flexible contract,15528,9288,Yes,0,,1
664,Life event: Created,664,2011-01-01,Male,60,96,Divorced,0,No,,Entrepreneur with personel,2417,6616,No,0,,1
665,Life event: Created,665,2011-01-01,Male,58,74,Married,18,Yes,,Permanent contract,14955,274693,No,3,,1
666,Life event: Created,666,2011-01-01,Female,28,48,Single,0,No,,Permanent contract,20788,34976,No,0,30.0,1
667,Life event: Created,667,2011-01-01,Male,42,98,Single,0,Yes,22.0,Permanent contract,45867,-3566,Yes,0,,1
668,Life event: Created,668,2011-01-01,Male,6,10,Single,0,No,,Child,0,0,Yes,0,,1
669,Life event: Created,669,2011-01-01,Male,73,42,Married,18,No,,Retired,34282,515,No,2,,1
670,Life event: Created,670,2011-01-01,Female,58,94,Single,0,Yes,34.0,Permanent contract,23349,27440,Yes,0,,1
671,Life event: Created,671,2011-01-01,Male,4,96,Single,0,No,,Child,0,0,No,0,,1
672,Life event: Created,672,2011-01-01,Female,28,81,Single,0,No,,Permanent contract,19895,18328,Yes,0,35.0,1
673,Life event: Created,673,2011-01-01,Male,60,47,Married,13,Yes,,Entrepreneur without personnel,17735,270186,Yes,1,,1
674,Life event: Created,674,2011-01-01,Male,32,98,Married,17,No,,Entrepreneur with personel,14588,1051895,Yes,3,,1
675,Life event: Created,675,2011-01-01,Male,57,73,Married,27,Yes,,Permanent contract,35547,6614,Yes,1,,1
676,Life event: Created,676,2011-01-01,Female,10,88,Single,0,No,,Child,0,0,Yes,0,26.0,1
677,Life event: Created,677,2011-01-01,Female,3,98,Single,0,No,,Child,0,0,No,0,34.0,1
678,Life event: Created,678,2011-01-01,Female,40,30,Single,0,Yes,25.0,Unemployed,40417,548,Yes,0,,1
679,Life event: Created,679,2011-01-01,Male,28,9,Married,9,Yes,,Permanent contract,38332,-24912,Yes,1,,1
680,Life event: Created,680,2011-01-01,Male,37,53,Married,26,Yes,,Flexible contract,1714,31148,Yes,1,,1
681,Life event: Created,681,2011-01-01,Male,16,98,Single,0,No,,Child,0,0,Yes,0,,1
682,Life event: Created,682,2011-01-01,Male,89,92,Married,1,No,,Retired,14830,-13064,No,2,,1
1758,Life event: Divorced,682,2012-12-28,Male,90,92,Divorced,1,No,,Retired,14830,-13064,No,2,,1
683,Life event: Created,683,2011-01-01,Male,2,98,Single,0,Yes,26.0,Child,0,0,Yes,0,,1
684,Life event: Created,684,2011-01-01,Female,18,98,Single,0,Yes,60.0,Unemployed,16870,73149,Yes,0,39.0,1
685,Life event: Created,685,2011-01-01,Female,20,98,Single,0,No,,Permanent contract,47334,6073,Yes,0,39.0,1
686,Life event: Created,686,2011-01-01,Male,49,23,Divorced,0,No,,Permanent contract,485,-568,No,0,,1
687,Life event: Created,687,2011-01-01,Male,57,98,Married,39,No,,Unemployed,60530,3098,Yes,2,,1
688,Life event: Created,688,2011-01-01,Male,62,95,Single,0,No,,Permanent contract,17170,99103,No,0,,1
689,Life event: Created,689,2011-01-01,Female,10,96,Single,0,Yes,55.0,Child,0,0,Yes,0,26.0,1
690,Life event: Created,690,2011-01-01,Male,25,93,Married,30,Yes,,Unemployed,26694,133581,Yes,2,,1
691,Life event: Created,691,2011-01-01,Female,23,71,Single,0,No,,Permanent contract,19018,8962,Yes,0,25.0,1
692,Life event: Created,692,2011-01-01,Male,11,98,Single,0,No,,Child,0,0,Yes,0,,1
693,Life event: Created,693,2011-01-01,Female,53,21,Divorced,0,No,,Permanent contract,15809,431694,No,0,,1
694,Life event: Created,694,2011-01-01,Male,53,95,Married,42,No,,Flexible contract,37531,20799,Yes,3,,1
695,Life event: Created,695,2011-01-01,Female,60,19,Married,36,Yes,,Flexible contract,839,90964,Yes,1,,1
696,Life event: Created,696,2011-01-01,Male,57,98,Divorced,0,No,,Unemployed,11103,422859,Yes,0,,1
697,Life event: Created,697,2011-01-01,Male,38,16,Single,0,No,,Permanent contract,53494,463421,No,0,,1
698,Life event: Created,698,2011-01-01,Male,35,93,Married,18,Yes,,Flexible contract,4114,393597,No,2,,1
699,Life event: Created,699,2011-01-01,Male,33,95,Single,0,Yes,31.0,Permanent contract,59191,28548,Yes,0,,1
700,Life event: Created,700,2011-01-01,Male,30,98,Married,45,No,,Permanent contract,10834,428484,No,2,,1
701,Life event: Created,701,2011-01-01,Male,39,70,Married,39,Yes,,Entrepreneur without personnel,5742,471148,Yes,3,,1
702,Life event: Created,702,2011-01-01,Male,46,80,Married,33,Yes,,Flexible contract,14996,4735,No,3,,1
703,Life event: Created,703,2011-01-01,Male,2,98,Single,0,No,,Child,0,0,No,0,,1
704,Life event: Created,704,2011-01-01,Female,32,58,Single,0,Yes,25.0,Permanent contract,18277,172,Yes,0,37.0,1
705,Life event: Created,705,2011-01-01,Female,36,38,Married,47,Yes,,Permanent contract,82640,-21119,Yes,1,45.0,1
706,Life event: Created,706,2011-01-01,Female,12,16,Single,0,Yes,30.0,Child,0,0,Yes,0,28.0,1
707,Life event: Created,707,2011-01-01,Male,69,16,Married,38,No,,Retired,68464,87526,Yes,3,,1
708,Life event: Created,708,2011-01-01,Female,20,27,Single,0,No,,Permanent contract,16821,383223,Yes,0,40.0,1
709,Life event: Created,709,2011-01-01,Male,25,48,Single,0,Yes,41.0,Flexible contract,16682,1006,No,0,,1
710,Life event: Created,710,2011-01-01,Male,40,57,Divorced,0,No,,Permanent contract,33842,190878,No,0,,1
711,Life event: Created,711,2011-01-01,Male,50,94,Married,15,No,,Flexible contract,89786,12328,No,2,,1
712,Life event: Created,712,2011-01-01,Male,65,97,Married,6,Yes,,Permanent contract,21775,381,Yes,1,,1
713,Life event: Created,713,2011-01-01,Male,65,98,Married,22,Yes,,Permanent contract,1838,24600,No,1,,1
714,Life event: Created,714,2011-01-01,Female,60,58,Married,42,No,,Permanent contract,30887,-15279,Yes,2,,1
715,Life event: Created,715,2011-01-01,Male,34,97,Single,0,Yes,38.0,Permanent contract,19427,3671,Yes,0,,1
716,Life event: Created,716,2011-01-01,Male,2,96,Single,0,Yes,36.0,Child,0,0,No,0,,1
717,Life event: Created,717,2011-01-01,Female,64,41,Married,27,No,,Permanent contract,38840,478368,Yes,2,,1
718,Life event: Created,718,2011-01-01,Female,105,95,Widowed,0,Yes,,Retired,11364,403403,Yes,0,,1
719,Life event: Created,719,2011-01-01,Male,62,84,Married,51,Yes,,Entrepreneur without personnel,80123,-2876,No,3,,1
720,Life event: Created,720,2011-01-01,Female,89,97,Married,48,No,,Retired,33430,361996,No,2,,1
721,Life event: Created,721,2011-01-01,Male,62,92,Married,20,Yes,,Flexible contract,37110,-41719,No,2,,1
722,Life event: Created,722,2011-01-01,Male,76,50,Married,40,No,,Retired,16385,56451,Yes,2,,1
723,Life event: Created,723,2011-01-01,Male,7,97,Single,0,No,,Child,0,0,Yes,0,,1
724,Life event: Created,724,2011-01-01,Male,11,98,Single,0,No,,Child,0,0,No,0,,1
725,Life event: Created,725,2011-01-01,Male,55,45,Married,34,Yes,,Permanent contract,14453,1677,Yes,2,,1
726,Life event: Created,726,2011-01-01,Female,22,88,Single,0,No,,Permanent contract,37765,98362,No,0,32.0,1
